Loan_ID,Industry_Type,Revenue (in $M),Debt-to-Equity Ratio,Credit_Score,Green_Energy_Investment (in $M),Energy_Efficiency_Score,Environmental_Certification,Loan_Amount (in $M),ROI (%),Project_Completion_Time (in months),Operational_Costs (in $M),Risk_Level,Energy_Capacity (MW),Approval_Status,Project_Impact,Risk_Assessment,Governance_Structure
LOAN-0574,Construction,237.62,0.29,534,137.96,39,Yes,52.39,5.6,15,2.6,Medium,137.9,Rejected,Low,Moderate,Decentralized
LOAN-0575,Agriculture,137.09,2.87,808,6.68,58,Yes,94.26,23.29,17,31.74,Low,406.42,Rejected,Medium,Severe,Decentralized
LOAN-0576,Construction,494.0,0.55,471,44.85,81,Yes,84.29,23.95,12,49.63,Medium,392.99,Approved,High,Moderate,Community-driven
LOAN-0577,Healthcare,186.49,1.03,363,99.56,29,Yes,63.92,5.31,27,28.11,High,100.72,Rejected,Low,Severe,Decentralized
LOAN-0578,Agriculture,423.19,2.79,313,117.94,80,No,21.72,-0.16,26,17.41,High,471.97,Rejected,Low,Severe,Community-driven
LOAN-0579,Agriculture,348.53,0.79,314,112.43,93,Yes,21.96,8.89,18,14.54,High,19.7,Rejected,Medium,Severe,Centralized
LOAN-0580,Renewable Energy,378.91,0.93,357,4.99,55,No,59.08,3.19,8,19.86,High,441.07,Rejected,Low,Severe,Decentralized
LOAN-0581,Healthcare,407.66,1.94,434,54.57,54,No,77.23,18.48,28,42.17,Medium,136.51,Rejected,Medium,Moderate,Community-driven
LOAN-0582,Renewable Energy,292.95,1.33,730,44.92,32,Yes,25.36,11.69,16,14.28,Medium,423.55,Rejected,Low,Moderate,Decentralized
LOAN-0583,Healthcare,118.67,2.37,469,46.22,14,No,20.39,16.14,7,41.9,High,341.21,Rejected,Low,Severe,Decentralized
LOAN-0584,Healthcare,386.77,2.95,694,54.86,33,Yes,38.75,12.49,9,26.81,High,330.74,Rejected,Low,Severe,Decentralized
LOAN-0585,Technology,373.49,2.2,624,167.02,43,No,64.84,3.98,8,5.68,Low,164.08,Rejected,Low,Severe,Community-driven
LOAN-0586,Renewable Energy,355.31,1.91,618,54.13,78,Yes,10.62,-4.24,34,5.92,Medium,375.53,Rejected,Low,Moderate,Decentralized
LOAN-0587,Agriculture,486.39,0.38,744,83.01,96,No,57.19,1.59,17,16.58,Low,407.79,Rejected,Low,Minimal,Community-driven
LOAN-0588,Construction,400.38,1.74,507,45.58,37,Yes,70.03,17.96,17,7.24,Low,480.81,Rejected,Low,Severe,Community-driven
LOAN-0589,Renewable Energy,227.61,2.99,338,129.51,95,No,36.33,3.0,21,29.44,Low,368.76,Rejected,Low,Severe,Decentralized
LOAN-0590,Agriculture,169.3,1.19,424,150.92,38,Yes,42.31,16.48,29,13.22,High,165.26,Rejected,Low,Severe,Centralized
LOAN-0591,Technology,224.34,2.14,576,140.63,66,Yes,18.65,24.2,15,28.2,High,224.02,Rejected,Medium,Severe,Centralized
LOAN-0592,Technology,364.9,0.53,518,72.52,22,Yes,38.55,14.33,25,19.25,Low,391.19,Rejected,Low,Minimal,Decentralized
LOAN-0593,Technology,203.56,1.97,528,194.69,77,No,50.44,-0.6,11,47.18,Medium,24.02,Rejected,Low,Moderate,Decentralized
LOAN-0594,Technology,171.6,1.98,595,153.6,31,Yes,61.97,13.7,35,30.2,Medium,146.15,Rejected,Low,Moderate,Centralized
LOAN-0595,Agriculture,38.1,2.71,682,56.62,2,Yes,55.67,20.86,8,49.35,Low,254.46,Approved,Low,Severe,Centralized
LOAN-0596,Construction,175.21,0.24,695,54.67,6,Yes,91.64,6.63,26,23.33,High,446.91,Rejected,Low,Severe,Community-driven
LOAN-0597,Construction,460.59,2.72,556,162.37,1,No,85.15,13.91,24,28.66,High,364.81,Rejected,Low,Severe,Centralized
LOAN-0598,Construction,226.08,0.74,800,164.04,4,No,69.59,13.08,25,3.46,Medium,350.69,Rejected,Low,Moderate,Community-driven
LOAN-0599,Construction,271.73,0.85,840,46.81,66,Yes,76.65,9.5,9,36.36,Medium,325.11,Rejected,Medium,Moderate,Decentralized
LOAN-0600,Agriculture,369.35,2.92,336,199.28,85,No,36.85,24.97,17,42.14,Low,65.23,Approved,High,Severe,Community-driven
LOAN-0601,Construction,317.11,0.72,762,99.87,27,No,11.59,9.08,19,7.93,Medium,471.57,Rejected,Low,Moderate,Decentralized
LOAN-0602,Renewable Energy,174.01,0.62,438,12.2,62,Yes,19.87,-1.69,9,19.44,Low,473.26,Rejected,Low,Minimal,Decentralized
LOAN-0603,Agriculture,483.8,2.81,399,182.36,20,Yes,54.99,20.66,25,8.92,Medium,224.94,Rejected,Low,Moderate,Decentralized
LOAN-0604,Construction,238.68,0.36,567,176.25,96,No,71.02,9.74,21,12.13,Medium,283.32,Rejected,Medium,Moderate,Centralized
LOAN-0605,Healthcare,218.21,2.06,660,26.72,42,Yes,49.46,21.63,19,1.86,Low,25.27,Rejected,Low,Severe,Decentralized
LOAN-0606,Agriculture,87.51,2.86,431,138.56,51,Yes,50.16,13.03,36,38.33,High,377.92,Rejected,Medium,Severe,Centralized
LOAN-0607,Construction,268.6,1.87,801,187.31,89,Yes,38.53,17.06,34,3.29,Medium,322.55,Rejected,High,Moderate,Centralized
LOAN-0608,Construction,142.42,0.35,397,172.04,74,Yes,99.31,8.88,21,17.81,High,424.97,Rejected,Medium,Severe,Decentralized
LOAN-0609,Agriculture,154.18,0.71,550,43.6,78,No,57.09,-2.17,21,10.19,Low,373.49,Rejected,Low,Minimal,Decentralized
LOAN-0610,Technology,297.65,2.54,676,95.02,17,Yes,39.92,6.67,6,19.36,High,118.45,Approved,Low,Severe,Community-driven
LOAN-0611,Construction,417.51,1.86,824,58.47,5,Yes,37.59,4.27,20,6.52,High,229.51,Rejected,Low,Severe,Centralized
LOAN-0612,Renewable Energy,112.23,2.86,402,179.75,82,Yes,46.71,-2.98,30,41.6,High,396.01,Rejected,Low,Severe,Centralized
LOAN-0613,Technology,419.21,2.93,777,112.64,61,No,13.5,23.77,36,9.02,Medium,451.97,Rejected,Medium,Moderate,Community-driven
LOAN-0614,Agriculture,181.87,1.91,589,154.3,24,No,9.9,0.52,17,41.72,Medium,277.12,Rejected,Low,Moderate,Community-driven
LOAN-0615,Technology,260.07,1.03,836,79.0,99,No,79.6,24.49,29,37.1,High,375.35,Rejected,High,Severe,Community-driven
LOAN-0616,Technology,249.45,2.14,452,147.49,54,Yes,23.31,2.52,28,31.07,Low,298.24,Rejected,Low,Severe,Community-driven
LOAN-0617,Agriculture,124.76,1.95,587,59.59,54,Yes,18.74,6.09,9,21.4,Medium,410.71,Rejected,Medium,Moderate,Centralized
LOAN-0618,Healthcare,135.36,2.28,619,52.9,27,Yes,70.76,15.01,8,26.68,Medium,59.39,Rejected,Low,Moderate,Community-driven
LOAN-0619,Healthcare,290.92,2.1,648,94.56,76,No,86.79,23.81,32,48.3,Low,56.39,Rejected,High,Severe,Centralized
LOAN-0620,Healthcare,171.18,2.29,643,89.26,12,Yes,45.11,-1.7,24,22.46,Low,2.86,Rejected,Low,Severe,Decentralized
LOAN-0621,Agriculture,345.23,1.37,712,191.56,55,No,17.63,-0.15,11,5.16,Medium,350.6,Rejected,Low,Moderate,Centralized
LOAN-0622,Agriculture,390.82,0.17,561,133.81,54,No,19.15,0.97,30,37.4,Low,119.41,Rejected,Low,Minimal,Decentralized
LOAN-0623,Construction,31.74,0.34,488,102.65,18,No,40.97,7.5,27,32.74,Medium,175.95,Rejected,Low,Moderate,Decentralized
LOAN-0624,Healthcare,197.99,0.13,318,29.52,58,Yes,94.19,17.04,29,1.77,High,70.75,Rejected,Medium,Severe,Decentralized
LOAN-0625,Construction,256.18,0.51,501,77.32,34,No,84.63,24.08,35,22.46,High,98.45,Rejected,Low,Severe,Community-driven
LOAN-0626,Construction,249.91,2.8,783,108.31,21,Yes,81.14,-0.19,23,1.76,Medium,405.83,Rejected,Low,Moderate,Community-driven
LOAN-0627,Construction,475.76,2.9,723,135.54,35,Yes,83.73,0.62,22,10.17,Low,52.49,Approved,Low,Severe,Community-driven
LOAN-0628,Renewable Energy,59.45,1.36,373,25.69,32,No,96.82,-3.53,27,16.51,Medium,300.89,Rejected,Low,Moderate,Centralized
LOAN-0629,Healthcare,406.76,1.48,753,101.59,43,No,43.19,18.94,23,27.07,High,27.37,Approved,Low,Severe,Centralized
LOAN-0630,Technology,419.06,1.3,653,147.07,89,No,82.25,-1.81,21,19.88,High,85.11,Rejected,Low,Severe,Community-driven
LOAN-0631,Agriculture,219.43,1.1,781,38.13,8,Yes,66.57,-3.97,20,31.42,Low,338.2,Rejected,Low,Severe,Decentralized
LOAN-0632,Technology,182.86,1.13,780,86.08,61,Yes,64.56,5.79,8,5.63,Low,205.12,Rejected,Medium,Severe,Centralized
LOAN-0633,Technology,342.25,0.5,487,156.14,9,No,29.82,9.57,11,42.07,High,479.32,Rejected,Low,Severe,Community-driven
LOAN-0634,Agriculture,56.32,1.04,764,75.8,86,No,88.83,8.19,11,30.38,Medium,202.36,Rejected,Medium,Moderate,Community-driven
LOAN-0635,Healthcare,311.34,0.73,633,13.04,21,Yes,98.62,8.81,12,43.03,Medium,116.27,Rejected,Low,Moderate,Decentralized
LOAN-0636,Agriculture,307.71,1.74,313,150.52,72,No,52.34,3.28,17,1.84,Low,272.84,Rejected,Low,Severe,Decentralized
LOAN-0637,Construction,320.15,1.91,369,61.48,81,No,95.84,13.46,29,3.97,Medium,94.49,Rejected,High,Moderate,Centralized
LOAN-0638,Healthcare,303.0,0.7,452,98.17,12,Yes,25.12,22.71,35,36.63,Medium,41.86,Rejected,Low,Moderate,Community-driven
LOAN-0639,Agriculture,81.98,2.27,380,26.83,88,No,48.26,8.4,35,9.63,Low,330.31,Rejected,Medium,Severe,Decentralized
LOAN-0640,Construction,191.96,2.35,780,173.42,92,No,88.51,-4.21,22,3.96,High,452.83,Rejected,Low,Severe,Centralized
LOAN-0641,Agriculture,24.33,0.92,530,153.03,91,Yes,13.79,4.11,21,14.26,Medium,68.64,Rejected,Low,Moderate,Centralized
LOAN-0642,Agriculture,37.26,1.43,315,105.58,18,Yes,65.34,16.87,28,27.03,Medium,171.97,Approved,Low,Moderate,Decentralized
LOAN-0643,Healthcare,235.51,1.01,555,68.83,5,Yes,88.0,24.45,19,16.56,High,258.56,Rejected,Low,Severe,Community-driven
LOAN-0644,Healthcare,244.03,1.45,614,46.43,71,No,48.96,24.38,30,22.6,High,328.78,Rejected,High,Severe,Centralized
LOAN-0645,Agriculture,100.88,2.64,426,98.5,99,No,71.65,16.99,6,44.04,Low,318.08,Rejected,High,Severe,Community-driven
LOAN-0646,Agriculture,469.84,1.92,318,167.09,3,No,71.51,3.72,18,38.93,Low,49.43,Rejected,Low,Severe,Decentralized
LOAN-0647,Renewable Energy,380.89,1.84,846,40.21,77,No,99.13,-3.81,25,39.18,High,481.94,Rejected,Low,Severe,Community-driven
LOAN-0648,Technology,433.54,1.8,506,175.88,59,Yes,60.75,5.66,7,16.75,High,26.66,Rejected,Medium,Severe,Centralized
LOAN-0649,Renewable Energy,112.59,0.87,619,190.48,9,Yes,88.67,-0.45,12,24.32,High,91.64,Rejected,Low,Severe,Community-driven
LOAN-0650,Agriculture,179.02,2.04,837,15.49,17,Yes,9.15,15.59,35,5.28,Low,291.88,Rejected,Low,Severe,Decentralized
LOAN-0651,Technology,40.8,1.94,774,119.18,53,Yes,71.69,19.51,32,1.16,Low,274.78,Rejected,Medium,Severe,Community-driven
LOAN-0652,Technology,274.46,0.59,836,154.27,99,No,7.02,12.96,29,49.26,Medium,425.47,Rejected,High,Moderate,Centralized
LOAN-0653,Healthcare,87.98,0.71,454,104.0,33,No,31.87,22.63,14,14.48,Medium,168.58,Rejected,Low,Moderate,Centralized
LOAN-0654,Agriculture,315.68,0.94,661,123.78,43,No,30.11,13.55,16,6.02,Low,492.1,Rejected,Low,Minimal,Centralized
LOAN-0655,Healthcare,224.33,2.49,845,196.47,100,Yes,5.81,-3.95,32,5.64,Medium,386.02,Rejected,Low,Moderate,Centralized
LOAN-0656,Renewable Energy,365.35,2.91,706,44.97,36,No,62.78,4.33,21,35.65,Medium,201.7,Rejected,Low,Moderate,Decentralized
LOAN-0657,Construction,178.5,1.2,385,195.0,91,Yes,26.2,18.96,29,8.58,High,212.12,Rejected,High,Severe,Centralized
LOAN-0658,Construction,82.73,2.83,657,171.94,42,No,62.19,14.77,35,42.86,Medium,402.83,Rejected,Low,Moderate,Decentralized
LOAN-0659,Renewable Energy,290.47,2.37,550,17.19,97,No,86.71,-1.26,20,9.44,High,330.23,Rejected,Low,Severe,Decentralized
LOAN-0660,Renewable Energy,103.14,0.4,686,111.08,30,No,75.39,7.25,17,13.49,High,398.58,Rejected,Low,Severe,Decentralized
LOAN-0661,Technology,92.22,0.45,306,45.7,28,No,7.66,19.89,33,24.3,Low,8.4,Rejected,Low,Minimal,Community-driven
LOAN-0662,Technology,475.54,1.12,365,123.85,80,Yes,23.86,-0.76,7,40.73,High,355.03,Rejected,Low,Severe,Community-driven
LOAN-0663,Healthcare,345.94,1.9,638,50.8,66,Yes,52.79,21.53,35,20.38,Low,26.18,Rejected,Medium,Severe,Decentralized
LOAN-0664,Construction,340.56,0.67,781,130.84,77,Yes,96.37,24.87,34,10.95,Medium,133.18,Rejected,High,Moderate,Centralized
LOAN-0665,Technology,163.93,2.95,846,163.85,89,No,36.71,15.92,17,39.74,Low,55.46,Rejected,High,Severe,Community-driven
LOAN-0666,Healthcare,28.85,2.66,438,167.97,68,Yes,61.8,15.49,24,38.75,Medium,490.2,Rejected,Medium,Moderate,Centralized
LOAN-0667,Healthcare,296.66,2.92,418,40.11,92,Yes,48.51,16.6,31,21.7,Low,337.11,Rejected,High,Severe,Community-driven
LOAN-0668,Technology,216.23,2.48,352,131.24,17,Yes,56.69,9.9,22,31.41,Low,205.08,Approved,Low,Severe,Community-driven
LOAN-0669,Healthcare,475.0,2.86,401,73.35,42,Yes,86.1,-4.5,30,24.27,Low,288.27,Rejected,Low,Severe,Decentralized
LOAN-0670,Agriculture,262.63,2.89,355,18.05,51,No,65.13,16.94,9,33.06,Medium,336.54,Rejected,Medium,Moderate,Centralized
LOAN-0671,Technology,284.7,0.57,400,62.49,77,No,17.78,-0.73,17,3.07,Low,369.56,Rejected,Low,Minimal,Community-driven
LOAN-0672,Agriculture,409.62,1.32,462,4.3,66,No,94.96,2.42,26,33.28,Medium,88.37,Approved,Low,Moderate,Decentralized
LOAN-0673,Renewable Energy,47.63,1.05,379,28.72,97,Yes,31.13,17.06,9,34.46,Medium,96.99,Rejected,High,Moderate,Centralized
LOAN-0674,Agriculture,402.02,1.16,814,110.91,45,Yes,51.11,24.41,28,47.6,High,334.57,Rejected,Low,Severe,Decentralized
LOAN-0675,Renewable Energy,167.88,2.74,377,42.52,60,Yes,9.98,16.8,18,46.91,Low,307.01,Rejected,Medium,Severe,Centralized
LOAN-0676,Technology,77.07,0.69,385,136.56,64,Yes,9.32,21.98,24,34.72,High,9.53,Rejected,Medium,Severe,Centralized
LOAN-0677,Renewable Energy,221.08,1.22,561,107.9,56,No,74.47,6.96,15,1.13,Medium,97.47,Rejected,Medium,Moderate,Community-driven
LOAN-0678,Renewable Energy,38.08,2.93,549,123.71,51,Yes,93.17,-3.9,14,49.71,Medium,270.29,Rejected,Low,Moderate,Centralized
LOAN-0679,Renewable Energy,307.02,0.18,576,146.83,49,Yes,54.11,15.8,25,10.18,High,167.76,Rejected,Low,Severe,Community-driven
LOAN-0680,Healthcare,463.86,2.35,809,191.15,78,Yes,59.06,9.83,36,9.86,Medium,371.0,Rejected,Medium,Moderate,Decentralized
LOAN-0681,Technology,274.41,1.89,704,190.14,68,Yes,14.9,-1.19,10,2.8,Low,101.43,Rejected,Low,Severe,Community-driven
LOAN-0682,Agriculture,24.26,2.25,582,59.12,18,Yes,72.4,11.98,11,17.8,High,184.87,Rejected,Low,Severe,Community-driven
LOAN-0683,Renewable Energy,188.47,2.34,784,101.14,43,No,93.78,16.18,25,2.31,Medium,47.05,Rejected,Low,Moderate,Decentralized
LOAN-0684,Technology,248.77,2.28,438,80.48,98,No,54.71,2.0,20,39.47,Medium,467.08,Rejected,Low,Moderate,Community-driven
LOAN-0685,Technology,231.04,1.39,583,138.31,49,No,57.1,-2.64,13,24.79,High,157.45,Rejected,Low,Severe,Decentralized
LOAN-0686,Technology,482.77,1.58,382,38.59,59,Yes,95.54,11.86,29,37.83,Low,430.78,Rejected,Medium,Severe,Centralized
LOAN-0687,Renewable Energy,222.75,1.44,625,8.05,90,Yes,39.9,3.01,6,1.46,Low,313.12,Rejected,Low,Severe,Centralized
LOAN-0688,Healthcare,255.01,1.26,766,93.49,6,Yes,44.2,18.67,30,38.62,Medium,23.95,Rejected,Low,Moderate,Decentralized
LOAN-0689,Technology,159.89,0.89,554,101.44,59,Yes,63.96,20.56,7,28.23,Low,353.4,Rejected,Medium,Minimal,Decentralized
LOAN-0690,Agriculture,27.04,0.51,558,67.38,64,No,27.67,13.09,28,49.52,Low,141.64,Rejected,Medium,Minimal,Community-driven
LOAN-0691,Agriculture,140.1,2.62,480,179.97,93,Yes,65.78,1.81,23,27.27,Medium,186.18,Rejected,Low,Moderate,Community-driven
LOAN-0692,Construction,454.08,1.58,356,32.71,88,No,61.93,22.7,12,41.85,High,127.18,Rejected,High,Severe,Community-driven
LOAN-0693,Technology,413.41,0.75,337,196.83,44,Yes,39.09,9.13,17,46.49,Low,92.35,Rejected,Low,Minimal,Centralized
LOAN-0694,Renewable Energy,450.95,2.44,693,46.05,96,Yes,96.1,14.16,9,21.39,Low,194.69,Rejected,High,Severe,Community-driven
LOAN-0695,Healthcare,321.24,1.79,827,34.52,2,Yes,42.78,13.08,24,24.6,Low,314.68,Rejected,Low,Severe,Community-driven
LOAN-0696,Construction,289.71,1.97,806,3.18,69,Yes,59.57,22.57,8,46.1,High,249.9,Rejected,Medium,Severe,Community-driven
LOAN-0697,Construction,395.72,1.78,500,142.47,69,Yes,21.51,-3.44,18,41.2,Medium,84.51,Rejected,Low,Moderate,Decentralized
LOAN-0698,Renewable Energy,496.84,2.45,341,34.95,100,Yes,49.13,17.84,20,13.83,Low,300.2,Rejected,High,Severe,Community-driven
LOAN-0699,Healthcare,449.06,1.66,359,94.41,60,Yes,8.35,18.04,21,8.8,Low,346.39,Rejected,Medium,Severe,Centralized
LOAN-0700,Construction,209.23,1.33,634,127.76,66,Yes,51.69,0.3,17,42.41,High,301.53,Rejected,Low,Severe,Community-driven
LOAN-0701,Technology,79.27,2.23,618,171.44,80,Yes,13.88,19.7,24,43.32,Medium,44.38,Rejected,High,Moderate,Decentralized
LOAN-0702,Agriculture,481.85,1.16,412,70.91,6,Yes,87.87,-2.1,30,13.61,Low,254.89,Approved,Low,Severe,Decentralized
LOAN-0703,Renewable Energy,417.21,1.36,409,47.67,90,Yes,16.88,1.18,19,13.84,High,260.11,Rejected,Low,Severe,Centralized
LOAN-0704,Renewable Energy,245.05,0.25,739,175.79,38,No,7.64,5.96,32,18.29,High,274.94,Rejected,Low,Severe,Community-driven
LOAN-0705,Healthcare,222.8,1.47,705,162.35,3,Yes,47.46,11.36,32,47.82,Medium,260.16,Rejected,Low,Moderate,Centralized
LOAN-0706,Technology,186.35,2.53,787,121.69,68,No,10.93,13.02,16,20.97,Low,125.77,Rejected,Medium,Severe,Centralized
LOAN-0707,Technology,367.72,2.62,637,13.99,17,Yes,89.16,-0.95,14,7.06,Medium,335.89,Rejected,Low,Moderate,Decentralized
LOAN-0708,Renewable Energy,66.68,1.52,840,131.42,13,No,27.43,17.23,22,47.51,High,139.36,Rejected,Low,Severe,Centralized
LOAN-0709,Technology,42.6,2.42,517,198.51,78,Yes,87.44,9.24,26,31.68,High,48.19,Approved,Medium,Severe,Decentralized
LOAN-0710,Construction,310.78,1.56,801,139.73,49,Yes,81.55,13.77,30,1.14,Medium,433.84,Rejected,Low,Moderate,Community-driven
LOAN-0711,Construction,234.57,1.35,812,11.3,25,Yes,83.47,22.11,31,17.46,High,239.36,Rejected,Low,Severe,Centralized
LOAN-0712,Technology,151.68,0.86,689,55.89,7,No,27.18,10.82,27,10.95,High,134.6,Approved,Low,Severe,Centralized
LOAN-0713,Agriculture,191.84,0.81,315,121.07,4,No,61.57,24.77,32,46.41,Medium,263.99,Rejected,Low,Moderate,Decentralized
LOAN-0714,Agriculture,496.06,1.81,589,23.9,48,No,45.84,18.22,17,42.09,Low,361.58,Rejected,Low,Severe,Decentralized
LOAN-0715,Healthcare,286.38,1.79,494,81.54,41,Yes,23.8,3.99,36,26.38,Medium,87.9,Rejected,Low,Moderate,Centralized
LOAN-0716,Renewable Energy,245.17,0.96,753,159.28,14,No,60.85,15.49,17,7.36,Low,348.17,Rejected,Low,Minimal,Centralized
LOAN-0717,Agriculture,413.39,1.12,703,38.83,16,No,64.26,15.16,12,31.97,High,338.59,Rejected,Low,Severe,Community-driven
LOAN-0718,Healthcare,187.41,0.81,418,126.14,88,Yes,90.13,21.33,35,17.14,Low,349.61,Rejected,High,Minimal,Decentralized
LOAN-0719,Renewable Energy,192.27,0.19,523,174.23,13,Yes,30.3,2.7,19,2.28,Medium,336.84,Approved,Low,Moderate,Community-driven
LOAN-0720,Healthcare,133.41,0.86,794,161.71,4,No,37.8,8.45,36,6.35,High,329.97,Rejected,Low,Severe,Community-driven
LOAN-0721,Agriculture,333.4,1.68,310,141.2,60,Yes,84.57,9.94,13,34.43,Low,353.77,Rejected,Medium,Severe,Centralized
LOAN-0722,Technology,269.07,2.35,317,89.63,79,No,18.83,11.27,21,45.4,High,264.98,Rejected,High,Severe,Centralized
LOAN-0723,Healthcare,383.86,2.82,439,32.85,78,Yes,44.77,13.17,31,30.53,High,92.37,Rejected,High,Severe,Decentralized
LOAN-0724,Renewable Energy,37.23,2.2,300,74.9,61,Yes,62.98,19.32,27,44.68,High,65.83,Rejected,Medium,Severe,Centralized
LOAN-0725,Agriculture,364.02,0.37,435,73.06,49,No,50.86,10.75,34,45.68,Medium,274.45,Rejected,Low,Moderate,Decentralized
LOAN-0726,Agriculture,108.05,1.67,360,20.84,66,No,59.47,19.66,9,25.08,Low,301.62,Rejected,Medium,Severe,Decentralized
LOAN-0727,Agriculture,22.57,0.71,744,61.96,14,Yes,13.89,4.04,26,34.15,Low,6.05,Rejected,Low,Minimal,Decentralized
LOAN-0728,Technology,232.02,2.51,585,63.39,51,Yes,49.2,23.24,19,43.99,Low,159.0,Rejected,Medium,Severe,Decentralized
LOAN-0729,Technology,88.61,0.92,309,195.49,22,No,63.66,3.73,8,21.42,Low,491.82,Rejected,Low,Minimal,Centralized
LOAN-0730,Healthcare,98.62,0.14,846,162.99,39,No,51.58,20.41,21,40.34,High,354.51,Rejected,Low,Severe,Decentralized
LOAN-0731,Technology,83.79,1.65,706,148.68,83,Yes,47.06,0.09,22,40.52,Low,65.87,Rejected,Low,Severe,Centralized
LOAN-0732,Healthcare,222.73,0.33,745,177.48,3,Yes,84.04,-1.43,27,2.83,High,245.82,Rejected,Low,Severe,Decentralized
LOAN-0733,Agriculture,286.25,2.36,782,68.72,1,Yes,88.61,2.7,35,30.9,Medium,82.98,Rejected,Low,Moderate,Community-driven
LOAN-0734,Technology,266.37,0.31,407,187.41,71,Yes,69.93,11.86,32,19.72,Low,300.15,Rejected,High,Minimal,Community-driven
LOAN-0735,Healthcare,334.45,0.62,479,43.95,61,Yes,15.7,14.46,15,7.81,Low,187.69,Rejected,Medium,Minimal,Community-driven
LOAN-0736,Technology,450.46,1.91,504,156.15,36,No,10.1,22.16,7,16.03,High,438.12,Rejected,Low,Severe,Centralized
LOAN-0737,Technology,206.18,2.44,832,98.24,59,No,18.03,10.83,29,16.08,Medium,466.51,Rejected,Medium,Moderate,Decentralized
LOAN-0738,Agriculture,301.81,1.74,493,102.25,97,Yes,89.32,5.09,29,24.64,High,444.7,Rejected,Medium,Severe,Decentralized
LOAN-0739,Technology,335.98,1.06,423,60.48,24,Yes,35.93,5.39,6,38.69,Low,467.04,Approved,Low,Severe,Centralized
LOAN-0740,Agriculture,329.48,2.9,388,105.85,42,Yes,47.39,17.14,27,30.18,High,68.75,Rejected,Low,Severe,Community-driven
LOAN-0741,Construction,331.35,0.31,475,48.43,96,Yes,43.07,17.53,26,48.17,Medium,364.08,Rejected,High,Moderate,Community-driven
LOAN-0742,Construction,371.75,0.49,812,162.29,7,No,87.9,19.81,34,36.43,Medium,191.61,Rejected,Low,Moderate,Decentralized
LOAN-0743,Agriculture,305.75,2.23,631,174.02,21,Yes,10.45,-2.89,30,16.47,Medium,403.49,Rejected,Low,Moderate,Community-driven
LOAN-0744,Healthcare,45.81,2.96,346,182.27,2,No,45.62,-0.47,16,2.87,Low,252.96,Rejected,Low,Severe,Centralized
LOAN-0745,Agriculture,111.57,2.84,396,48.2,21,Yes,67.13,4.77,30,16.79,High,228.9,Rejected,Low,Severe,Centralized
LOAN-0746,Technology,203.56,0.9,496,75.55,49,Yes,84.42,24.61,9,35.65,Low,136.89,Rejected,Low,Minimal,Community-driven
LOAN-0747,Agriculture,175.98,1.34,615,194.01,32,Yes,48.65,-0.18,10,14.53,High,377.5,Rejected,Low,Severe,Decentralized
LOAN-0748,Renewable Energy,196.38,0.88,489,171.42,98,No,26.55,11.22,14,41.03,High,434.58,Rejected,High,Severe,Decentralized
LOAN-0749,Technology,307.6,2.18,781,143.44,84,Yes,39.16,10.74,8,41.73,High,98.29,Rejected,High,Severe,Decentralized
LOAN-0750,Renewable Energy,97.14,1.91,596,94.32,6,Yes,10.2,4.42,12,43.24,High,15.67,Rejected,Low,Severe,Centralized
LOAN-0751,Renewable Energy,127.42,0.62,565,21.63,73,No,24.67,7.79,22,14.22,High,432.59,Rejected,Medium,Severe,Decentralized
LOAN-0752,Healthcare,68.77,1.74,407,169.21,84,No,52.62,0.67,32,20.21,Medium,484.47,Rejected,Low,Moderate,Centralized
LOAN-0753,Agriculture,358.84,0.7,333,81.52,39,Yes,11.81,22.8,14,47.71,High,123.04,Rejected,Low,Severe,Decentralized
LOAN-0754,Construction,105.42,2.79,791,176.98,32,No,97.92,0.11,15,34.62,Medium,400.43,Rejected,Low,Moderate,Centralized
LOAN-0755,Agriculture,22.65,2.36,499,81.3,47,No,99.87,2.95,30,46.39,High,55.0,Rejected,Low,Severe,Decentralized
LOAN-0756,Renewable Energy,315.52,2.21,625,22.61,35,No,9.07,0.84,17,21.98,High,180.3,Rejected,Low,Severe,Centralized
LOAN-0757,Agriculture,228.06,2.45,499,153.78,21,No,13.91,20.27,34,38.52,High,377.18,Rejected,Low,Severe,Community-driven
LOAN-0758,Agriculture,161.68,1.94,724,69.79,99,Yes,5.04,-0.89,6,27.6,Medium,394.16,Rejected,Low,Moderate,Centralized
LOAN-0759,Construction,241.46,0.67,750,191.45,21,Yes,90.64,2.96,16,47.88,Low,446.6,Rejected,Low,Minimal,Centralized
LOAN-0760,Construction,418.12,1.59,481,47.57,85,Yes,12.05,16.72,27,28.61,High,245.91,Approved,High,Severe,Community-driven
LOAN-0761,Agriculture,452.33,2.71,710,189.99,11,No,47.03,-0.2,35,18.83,High,481.67,Rejected,Low,Severe,Decentralized
LOAN-0762,Construction,495.94,1.51,639,190.04,4,Yes,54.59,24.3,9,35.35,Low,179.38,Rejected,Low,Severe,Decentralized
LOAN-0763,Healthcare,166.89,0.78,650,107.42,34,Yes,24.95,5.15,7,16.58,Medium,337.26,Rejected,Low,Moderate,Decentralized
LOAN-0764,Healthcare,488.68,0.86,475,136.66,5,Yes,87.09,19.28,27,47.35,Medium,318.16,Rejected,Low,Moderate,Decentralized
LOAN-0765,Agriculture,182.06,2.08,537,98.73,58,Yes,83.3,24.25,34,30.06,High,332.17,Rejected,Medium,Severe,Decentralized
